Review Text,Sentiment
Like the Services and Atmosphere,pos
Delicious food and good service. The staff was very helpful and have good recommendations.,pos
I've tried alot of pizzas in Singapore and these were the best so far.,pos
great food and service as usual! 🥰 can’t wait to be back!!,pos
"Extremely good food, strongly recommended for friends and family here.. I visit everyday for lunch.. weekend dinnner too",pos
"Food and ambience ok, nothing spectacular, just ok. At least it wasn't a rip-off. Enjoyed the juicy burgers.",neutral
Wonderful service. great ambiance. Lovely steak salad and dessert. Good set lunch meal.,pos
Pistachio tiramisu is great as always! great for groups who love italian food,pos
The food size has shrunk. Especially the meats.,neutral
Food's great. Service was fantastic. Manager was very kind when we felt the pork rib was too dry and also removed it from the bill after offering to switch to any other main.,pos
Cosy & quiet as it's a PH where no office coworkers.,pos
Thanks for allocating me my preferred seats at a quiet corner for a lunch meeting. Appreciate you accommodating the reservation request!,pos
Celebrated my son's birthday and the food was very genuinely Italian and delicious. The service crew was attentive despite the crowded restaurant and made my son's day by nicely decorating our dessert with a birthday greeting.,pos
"somewhat disastrous: veg not fresh, texture was like cardboard, breadsoggy and overly chewy, no hollandaise sauce over the eggs .... Thisrestaurant was on my favourite list, so sad!!",neutral
great food but place do get very crowded so it's a bit noisy. very friendly staff too who gives excellent service,pos
"How can you get this kind of food after paying close to 300,000 won? The person I went with just laughed. A salad with a sauce that wasn't anything special, and a signature steak that tasted better than the pig's feet you eat in Korea (it's really special) (It tastes like soft pig's trotter without any ingredients), the lobster tail was too salty...I could only eat the potatoes and bread crusts that came with it.
To be honest, the steak alone is not worth the money I paid for it, but the corn and everything else was just so-so, but when I asked if I wanted it, I foolishly told them to give it to me, but then they charged me a ridiculous additional price haha.
The service was good, but the taste was so ridiculously expensive... the worst... it left a very bad memory during my trip.",neg
"Great service, great food",pos
Really like their stuffed Roman schuacciata with truffle cream. Their baked pork belly is a must try! Crispy skin with succulent meat! Will be back to try other dishes next time. Service great too!,pos
Reasonably priced good food in good environment with good service particularly good service by staff named Sasi.,pos
Awesome little Cafe worth the money,pos
Excellent Service & Food!,pos
"loved it, will buy again",pos
lovely halloween themed brunch n both kids n adults had good fun n happy bellies from yummy food. Wld love to come back again!,pos
"Foods ; atmosphere are just nice especially we are on CB and service to intro foods and portion also excellent, No foods waste that the best.",pos
dishes came pretty fast! service was good. dishes were really good as well. will be coming back to try other dishes 😋,pos
Good! The restaurant was quiet and atmosphere was chill. Great for catch ups with friends after a day's work. Really enjoyed the truffle and cheese stuffed bread!!!,pos
More veg mains options would be nice.,pos
"Food was great, especially the cakes. Only complaint was that they gave me the wrong order. I still took it as while I did not order that specific dish, it's something I wanted to try as well (not to mention I don't want to wait longer for my actual order & probably waste food)",neutral
"Any restaurant that charges for bottled plain water instead of providing ice water is a big turn off for our dinning experience. 

Need to park nearby mall unless you are lucky as there are only two or three spaces with the restaurant",neg
Definitely a nice Cafe for a good catch-up with friends!,pos
Food was great just that the timing of the food service  (the mains) was not well coordinated. We were a table of 3 pax. 2 of us got of mains first and we were half through the mains when they finally serve the mains for the remaining guest. It would be nice to be told in advance if any of the dish would need to wait longer.,pos
the service provided by all the serving staff was great... and so helpful with my special requests..,pos
"Staff was friendly and approachable. Good initiative in recommending specials on their menu. Legit Italian food with affordable price! 
Will definitely come back here again!",pos
"Love the stuffed schiacciata! I'm a returning customer, and wish to say that there are marked improvements in the service standards! Kuddos to the new team! 💪🏻",pos
"Lawry's Singapore. 👆🏻👆🏻👆🏻👆🏻👆🏻 Our family's go to place to celebrate special occassions, time and time again. Their prime rib (I like English cut) and creamed corn is legendary of course. Delighted to find that their seasonal seafood dishes (clams and mussels served with on point baguette thins) were of such incredible taste that we had to have seconds! Their kids' menu is also amongst the best deal in Singapore. Crab cake and lobster tails (order the 2 tails, skinned and buttered to perfection). Oysters a bit inconsistent so you may want to skip. The rib course cut by the table, comes with spinning bowl salad, chilled fork, yorkshire pudding, radishes, gravy. It is highly comforting to find consistency in dishes and presentations. So of course it is an #LDfindsClassic #LilyDawis #LDfinds #LDfindsSG",pos
Steak very small piece. Not worth the money. Dory fish quite bland intaste. Food arrived was not so warm. Aglio olio is very hard n difficult tochew on it.,neg
Beef quality has dropped,neg
Great place for fine dining. Delicate and juicy primeribs are their specialty. Cozy ambience.,pos
"Mains were great. Green tea basque cake was a bit too sweet, and the cheesecake base not the basque texture.

Service was polite but a bit rushed though there were many empty tables. We asked for coffee to be served later, and despite telling us to let her know when we wanted our coffee served the waitress still served it while we were having our mains.",neutral
"Sharmila and her phillipino colleague ( didn’t get her name sorry)
The service staff though busy did their best to offer a smile and warm hospitality",neutral
Good place for gathering! Good service from the friendly staffs!,pos
The complimentary Mushroom Soup is not delivered.,neutral
Food arrived cold even though I paid for expressed delivery. The wingswere dry and oily. The fries were cold and soggy. Definitely not worth it.,neg
"Noticed that some of the plates are dirty, restaurant should look into this.",neutral
Always an awesome time at this highly popular Italian restaurant! I enjoyed the homely lasagna!,pos
"friendly, good",pos
Food never disappoint! Always make a reservation before heading down. Crowd still as strong as precovid,pos
"I love the buzz in the restaurant , friendly staff with delicious food. Will return for more and definitely will recommend friends over to this lovely place.",pos
"Superb Premium Service. Very friendly staff. The food was delicious!! I had a wonderful evening,I would definitely patronise the restaurant again.",pos
"Nice lunch, good service, generous portions, good Italian experience (from an Italian :)",pos
"nice pizza and roasted pork, chicken was juicy and tender but tasted bland. cakes more on the sweet side.",pos
Fast delivery. Great quality food and fries were still hot and crispy.,pos
one of the best Italian places put there. lovely and home style. good service also,pos
"The ambience is nice and food is very traditional. The staff, especially waitress Mega understands what we need and is very attentive to us. Great restaurant that I will definitely recommend to anyone!",pos
"Here's a refined version of your review:

A bistro with a relaxed atmosphere. The food surprises me with something new and delightful every time I visit. It's my one of my choices for bringing overseas visitors or friends.",neutral
Great Food and even Greater Service!!,pos
"Service was polite and efficient. Enjoyed my roast beef though it was pricey, over $80, for my cut. The piece of free birthday cake was quite pathetically small. Either enlarge the size or discard it altogether. Doesn't leave a pleasant memory.",neutral
Multiple times visited this restaurant. Excellent service with good quality of food service! Nice!!!,pos
"Nice! Yummy food as usual. Well staffed, servers were attentive.",pos
Good food with excellent services!,pos
Thank you very much for the positive experience rendered when we had our meals there :),pos
A bit expensive for the average quality of beef served.,neutral
Food is great and portion is reasonable. The ambience perfect for a gathering with family and friends.,pos
It‘s our first time trying food from here and we were pleasantlysurprised that everything was good! My children enjoyed their meal too!,pos
The food was super hearty and service was also good from the very start!,pos
"My favourite restaurant of all time, Mega is trilled every time she sees me and greet with warm laughter, Xian the bartender remembers our taste preferences.. Friends that I bring along loves the restaurant too...",pos
I love this place. The food is a bit pricey but makes it a bit less busy. It's a great lunch meeting venue with high ceilings and amazing coffee. Ask for their drinks loyalty card!,pos
Great service!,neutral
"Using Chope for reservation and ended up still having to join the queue which is still fine but the waiting staff addressed it like - “so what if you have reservation attitude”. If reservation doesn’t work, don’t offer it.",neg
I love the assorted seafood platter so much.  Would love to try out more dishes although be there so many times!,pos
"I visited Awfully Chocolate cafe with my family at East Coast. I had an “awful experience” and I felt compelled to bring these issues to your attention.

 “Awful service” - When there is a limited window of ""one and a half hour"" eating time at a cafe, I expected impeccable and swift service to efficiently manage patrons. However, despite multiple reminders, it took nearly half an hour for them to serve something as basic as drinking water and a bread basket. 

“Awful food” - Please don’t even try their sausages. The pork was overly salty, and the chicken had an unnatural texture reminiscent of plastic. The desserts, which should have been a highlight given the cafe's name, were excessively sweetened, leaving a cloying taste in the mouth. This was undoubtedly the most underwhelming culinary experience I've had in Singapore.

“Awful billing” - There seems to have been a mistake in the billing process, as my 9-year-old child was charged full price instead of the appropriate child rate.",neg
"Rather noisy inside, hard to converse. Perhaps you should do some soundproofing for ceiling and walls. Instead of servers taking orders, we should be able to order via the app. Spent a bit of time trying to catch the server's attention to place orders.",pos
Great chicken foldover to start the morning!,pos
"Overall, the food quality is good, and the portion is decent size. I will give it a 4.5 Star on food, and the service is 5-Star. The service staff are very friendly and helpful, and reminded us on all the promotions. They provide a simple birthday cake and also provide a free photo.",pos
Steak was a little tough for a ribeye.,pos
Food is good.,pos
"The fried chicken was disgusting - soggy and greasy breading, and themeat itself tasted off. In addition, they forgot to include anycondiments in my order. Overall, extremely disappointing e",neg
Pizza arrived completely overturned. Salad arrived with no pestodressing and olives (I hate them). Please state that on the menu!! Howcan you send a salad with no dressing and charge $19 for it. Terrible,neg
"This is a pretty gimmicky restaurant, with poor service. The main issue was the waiter opening a bottle of good champagne we brought with us like he had just won a Grand Prix. When he pulled the cork too quickly and it bubbled over, he then told me I must have shaken it. Remarkable lack of customer service. The food prices are ridiculous unless you use the Amex 50% off scheme and there was a very long wait for the salad starter and then between that and the main course. The meat was tender but the Yorkshire pudding and mashed potato were disappointing. Definitely won’t be going back.",neg
We need not spend time waiting for the table. Pizza and pasta are delicious and they are wide variety of wine selection.,pos
Received beef when I had ordered vegetarian. Unacceptable.,neg
You will never go wrong with Lawry's. Always good!,pos
"Great service! Every staff you see will greet you as you walk in. The silver cart which wheels the beef to your table and cut specifically to your order is a first for me. Love the Yorkshire pudding that comes with it. Suprisingly, their seafood menu is good. Enjoy the Canadian oysters and Atlantic lobsters.",pos
"Overrated.

Inattentive staff captain focusing on only one table, making junior wait staff …",neg
"Attentive service from Ruby, Katong Point Bistro",neutral
"Great pizzas and pastas! We got the medium assorted pizzas, and boy were they the best pizzas we've ever had. We will definitely come back.",pos
"Very special pasta with great taste. Good service and nice restaurant deco, give us a very homely feel. We enjoyed our meal very much, price is reasonable! Highly recommended.",pos
"We had our 7th Anniversary and TEIE Team at Morton’s brought their A Game! personalized message on menu, complimentary picture taken and a nice Lemon Soufflé dessert. 

The manager recommended us to try the Bone in Ribeye and it was really tasty. Definitely a great experience!",pos
"Serving staff did not clear used plates. I have to bring over 3 times to the staff. Staff is not well trained and not conscious. After serving tea, walk away without even bother to clear the used plate.",neg
Good food with friendly staff. Didn’t expect it is so busy and noisy on a Monday night though.,pos
Waited more than an hour for the food. They are terribly understaffed. Food was average.,neg
"Friendly service staff, mains and savory food is decent, dessert/cake selections can be improved!",neg
Service staff was helpful. Only issue I have is that nobody picks up the number that was the registered contact even though I tried calling numerous times in the same day.,neutral
Excellent food and good value for money. However it's rather cramped as space between tables are quite narrow.,pos
Table too close to one another. Workers shouldn't have their meal at 2:40pm while diners are within the premises having theirs. About 12 workers at one go having their meal. Too unpleasant. Not sure they are here to serve or to have their own meals as well.,pos
Great decor and atmosphere. Good food and service.,pos
"Understaffed. Our table was not cleared frequently enough. We had to pile our empty plates up most of the time. And by pile, it means more then 3 dishes in a pile.",neutral
Cosy atmosphere suitable for families! Food was great and arrived quickly!,pos
Good,neutral
Excellent music. Great service,pos
Nice place!,pos
Nice and quite place to dine for weekdays lunch. Good for casual business meeting!,neutral
The pizza came cold and we had some stomach upset yhe next day.,neg
Should have live band for certain days,neutral
"Enjoyed the food but disappointing service means we won't be returning. Having had this reservation booked over 6 weeks ago, we were really looking forward to the new buffet. We arrived on time but waited for 15 minutes to queue and get a table. Waited over 30 minutes for a coffee and 1 hour for the main dish. Staff appeared completely overwhelmed. Won't be recommending to friends unfortunately.",neg
A superb experience,pos
it's strange that this is a prime rib specialty restaurant yet you've to pay extra for set lunch for beef.,neg
Unfortunate differences in the food's illustration and the actual food. Doesn't match the price of it.,neutral
"Service started very late. Although it said 1.30pm, service only started at 2pm and stretched all the way till 5! Also while there were seconds, the service crew forgot several of our repeated orders. 

That said, the food was generally good.",neg
A very nice place always worth visiting!,pos
Had a great service from Elaine. Food was yummy too,pos
"Great food, great service and friendly staff!",pos
Truffle fries was delicious. I like the wagyu meatball marinara with Asian twist. Will come back again,neutral
Service was good. Food was also delicious too; will recommend!,pos
"Delicious food, and impeccable service from the service team!

Good ambience. Great experience.",pos
"This is a nice place to celebrate bday with all good food and friendly, helpful staff. Will definitely come back again.",pos
Excellent food and immaculate service from start to finish. Great work by Mr Shiva and his entire team. Will definitely be back again very soon 😊 …,pos
It was wonderful and very Special. Thank you for the attentive and great service.,pos
"Interesting drinks presentation, good service",neutral
Price and food all good. Cheers! We keep on coming back.,pos
"Food and Service was excellent. beyond expectations.
Would like to single out Ethel, Imran and John for their outstanding service before and during my special event.
Surely we would come back for another amazing experience.
Will definitely recommend this place.
Thank you again.",pos
"Everything was great, except the fries soggy maybe because kept inbox quite long before consuming due to travel time. The sauce tastedslightly off, but the meats were good.",pos
First time in Sol and Luna. Highly recommended. Service is very good.,pos
"Service staff Maria was friendly, attentive and made good recommendations. Enjoyed it very much especially thanks to Chope's 1 for 1 promotion",pos
"Always wonderful prime rib, a true legend and something everyone should try once, but once you try you, will be back. The services is attentive, genuine and professional, what more can you ask for in a dining experience.",pos
"Haven’t been back for more than half a year and was again reminded why we stopped going in the first place. Food standard has dropped further. Spaghetti was wet and gooey, superfood salad was warm and fish and chip was not deep fried to golden brown. After we ordered, we were told wait time for food would be 45 minutes. If you’re not prepared to wait, there are better places with better food.",neg
Set lunch was value for money and the quality of food is good,pos
"Anyway, it's delicious, since Lawry's in Japan has a soy sauce flavor, this one is sure to suit everyone.",pos
"Absolutely great food. A bit expensive, but you get what you pay for .",pos
Great pasta at reasonable price.,pos
"After we finished our food, a waiter came again with another order. We were confused and told him its wrong. He gave us a frustrated face, as if its our fault, and walk off. He has no right to vent his frustation on us when the staff got the table wrong. It was rude and he didnt even apologise after that.",neg
Good ambience with a view of the park. Great place to chill with friends!,pos
"Excellent prime ribs, soft, juicy, yummy! Food atmosphere and service. Recommend!",pos
Fabulous food and great bands,neutral
"The food was good but due to the large crowds, it took quite awhile for someone to serve us/take our orders and I had to walk over to find someone to help us take our orders. 

We saw the table beside us had their specialty drinks but due to the large crowds, there weren’t anyone helping them to light the fire for the lantern drink, thus losing the experience.",neutral
A place to go for the best Live music! Great atmosphere and friendly team! Friday night band- Reverie is the best!,pos
"Very unpleasant experience.

It's totally different service, food and ambience I've experience compare to my last visit to Lawry's Singapore

Very loud music. It's not music.
Children are very annoying. Running around and shouting. And the staff didnt even try to remind their parents.

The song played very loud, not music. It's a pop song. Imagine that.

The meat also soft very hard and raw to be consired  as medium well.  Not considered Lawrys quality. Very very disappointed this time.",neg
The food at Gillman barracks seems to be smaller portion n not so well executed as the branch at gardens by the bay. The indoor seats were very limited and cramped and the service was not so attentive. There were 2 service staff standing outdoors chatting whilst the indoor staff were overwhelmed. Quite disappointing dinner especially since we brought my elderly mum there to eat and she didn’t enjoy it as much as the gardens by the bay branch.,neg
"Decided to visit Lawry’s after being recommended by friends and family.

Decoration and atmosphere gives the retro vibes, and that’s not a bad thing. Service staff were all friendly and attentive.

Ordered their famous prime rib, having a “Lawry’s cut” myself which is 285g of prime rib, along with a side of mashed potato, Yorkshire pudding and the famous spinning bowl salad. Topped up an additional serving of creamed spinach.

The prime rib is definitely worth it, meat was so tender, juicy and flavourful, which is one of the best prime rib I ever had.

Definitely worth visiting this place at least once.",pos
Great service and ambience! Had a great lunch here,pos
I have been to this place many times. I don't understand the hype.,neutral
Food is too salty.  Could have been more palatable if less salt is added and salt / pepper on the table for us to add if we need,neutral
Great service by the two staff on duty. (sorry didn't get their names...)  nice ambience to spend an afternoon with friends. Recommended.,pos
Food is nice... Good service and ambience!,pos
The prawn tagliolini is good but taste is not always consistent!,pos
"The pork belly was soooooooo good. My second visit to this restaurant. However, I'm rather disappointed with their service. While some are really good and humorous, some are pretty tense up. 

Overall, i will still go back for food but i dont enjoy the service as much, sadly.",pos
there was no mention that this was going to be a thin crusted pizza. ihad also paid extra for mozzarella which was missing. also I requestedfor red chilli flakes which was missinh,neg
Food is nice and the portions are good.,pos
Friend and professional staffs. Always on the alert to make sure things are well for diners.,pos
⭐Always Love it here👍🏻 Keep up e GREAT job🥰,pos
"Food was amazing, wish I had more stomach space to try more stuff! Only thing I didn't like was how the mixed seafood grill was liberally doused in oil. Other than that, food was outstanding.",pos
"Resturant helped to reserve two slices of chocolate praline cakes for my friend's birthday and plated it nicely with a ""Happy Birthday"" message and a candle. Really nice touch and made the cake look special :)",pos
"Join several colleagues to this place that I have long forgotten this week for celebration of their promotions! Congrats guys! BUT to my surprise, the quality ; standard flavor and the lobstors; fish or roast beef still taste and look the same after so many decade's and the spinning bowl is just as good! Shall be back for more ! Well done Lawrys!",pos
"Melissa  serve us tonight and she is super friendly and attentive. She recommend some really great dishes and we had an awesome time. Look for Melissa,  she is awesome",pos
Quick serving and servers will check with diners if food is okay and refill water promptly.,pos
"Service was excellent. FOOD was what you would expect of a 5 star steak steak house. I was told that Amex would be a good card to use.

Lovely ambience..and they have a good private dining area for usage",pos
Huge steak,pos
Staffs there are very gd.,pos
I like the food at this restaurant. It is delicious. Pricey but delicious.,pos
The food was fantastic and I finally know why my friends rave about the dining experience!,pos
"value for money as the portions given are pretty big, but am seriouslydissatisfied with the taste of their aglio olio, very bland and unsavoury,hope they can improve on their recipe.",pos
Would be a better experience if there’s no houseflies round; sat outside the restaurant so that could be due to other nearby restaurants as well.,neutral
"The restaurant is discouraging use of chope voucher. Bartender is not well trained in making draft beer - as we are seated near the bar area we can clearly see how he failed in making the perfect volume and foam and was using a common spoon to scoop out the extra foams and repour it into the glass, for most of the draft beers.",neg
Consistently good prime rib place,pos
"Went for Valentines’ day dinner, but I’m very disappointed with the service.
A rose was given to every couple when we entered the restaurant, which was a very nice gesture on this special day, but mine was missed out.
Upon sitting down we were handed our menu and after that everything wasn’t very attentive. The tea light on my table was extinguish. Bread rolls and the comply drink wasn’t served until we asked for them.
We were almost served appitizers twice and palate cleanser was almost serve trice. The platting of the food was also not too appetising.
Service was slow and the food was only average. Was pretty disappointed with the service and food considering the price we paid.
This was our 4th visit and one of the worst.",neutral
there was no mash potato given in the food,neutral
"Nice place 👌
Nice food 🍴 …",pos
Nice ambience. Not too crowded. Good choice of Daily Chef Specials. We enjoyed the food we ordered. Very satisfying.,pos
"Returning diner.
Wonderful food as usual.
But it was such a rush due to dining limited between 6-8pm.",pos
"Very spacious and chic-looking restaurant. Food was quite tasty, and there are many dairy free/ vegan options to suit a variety of palates.",neutral
Nice good. Friendly service. Would return again.,pos
"Overall a spectacular experience. Beef was tender although the taste wasn't mind-blowing, which I believe is typical for roast beef.",pos
Nice atmosphere and settings. Service staff are friendly. Foods are delicious with very reasonable price at CBD area. Recommended <3,pos
Nice food! Great Ambience!,pos
Enjoyed the greenery atmosphere. Loved the italian benedict breakfast meal. Had a latte with it and took lots of nice photos. Great way to spens a weekend morning.,pos
Had a very good steak dinner at Lowry’s. Had the spinning salad and Filet Mignon with the sides and a dish of asparagus and mushrooms. Dessert was the Pecan Brownie with ice cream. A glass of Malbec complimented the steak. Would recommend Lowry’s for a special occasion as it is not an inexpensive meal,pos
Awesome food. Will definitely come back again and again !,pos
Quite a few items on the menu were not available. The foie gras was great.,neg
Great food and service. Good for celebrations and occasions.,pos
The waitress that served us was friendly and helpful!,pos
"My family and I thoroughly enjoyed the great quality food at Italian Osteria. Rustic and authentic Italian dishes. Bellissimo!

Highly recommend to those wanting to have value for money and authentic Italian food. We will be going back again with even more family members.",pos
"did not like the pizza and pasta dishes i ordered. The pork, otoppuss and the pharma ham was great.",pos
nice atmoshere and good service,pos
Deep dish pizza is very good.,pos
"I was impressed by the taste, which was completely different from the roast beef sold at the supermarket. But the price is high. I go to high-end restaurants especially for events because I can hear Happy Birthday songs everywhere. I'm a little sad about the lack of appetizers though.",pos
"Overall experience is pleasant. Shanice was very attentive, friendly and helpful. Manager Karen also very friendly.",neutral
Good was good as always Service can be improved S,pos
"It was a pleasant evening! The food and service were excellent. Staff team was warm and friendly. Toni, JiaXuan, Jamos and Lishani were outstanding and amazing. Thank you!",pos
"This spacious restaurant has beautiful decor, friendly wait staff and delicious food 👍👍👍",pos
Service are friendly and prompt in service.,pos
Service was great however clearing of plates could be a bit faster. Not a big issue as staff were helpful and polite. They even prepared a cake for our anniversary. Food was delicious. Atmosphere was great too however the lights were quite dim after sunset. Overall we had a great experience & will come back again! :),pos
没给吸管,pos
Food is good especially the roast pork and pizza. The only setback is dining time limit to 90 minutes.,pos
Missing cutleryyy,neg
"Grateful they took my order although it was close to closing time. Thesandwich was fine, but the tomato soup was just so-so.",pos
2nd visit to iO Italian Osteria. Never failed me in what they provided. Good service. Great food. Reasonable price. Fantastic experience. Will continue to visit this place and will definitely recommend this place to friends,pos
"I always enjoyed my visit here…. Unfortunately, last night’s meal was a terribly disappointing…
All our burgers were over cooked… 

We still enjoyed the service and atmosphere… but if the food is going to be bad the next time, we won’t be back for sure.
So, hopefully it won’t happen again…",neg
"The soup was cold.
I would have liked plain water be served free",neg
"Love the fries but overall place is a little expensive . For two people I ordered, salad, fries and friend chicken along with two drinks and it’s over $120",neutral
Restaurant has quite nice ambience and we enjoyed the dinner.,pos
excellent pasta pizza and wine  many thanks to my wife to introduce me this wonderful place,pos
"Love the place and food!
Will bring more friends here.",neutral
"Best place for cheese.
Food was tip top.",pos
Overly salty mains. Mains served on plate dripping with oil from the fries…there’s much room for improvement.,neg
"Ordered lawrys cut, medium. Started to taste awful halfway, maybe i should order medium rare? Don't know. Better still, save the bucks for kobe steak in JP.",neutral
"Steak was missing the char. Their signature molten lava cake was very normal.
But service was really great since there was only 7 tables taken so the staff ratio was high",neg
"A bit of a late review, but wanted to bring special attention to Mr Musa and the team!

I came last May with my friend and his pregnant wife to celebrate his birthday. Owing to his wife's pregnancy, she held a lot of dietary restrictions that led her to not being able to eat many of the mains and the signature steaks here. However, Mr Musa caught on immediately and took no stops at showing warm hospitality. He offered her a specially prepared ""mini-portion"" of steak, ensuring it was cooked well-done to prevent any risk so she could partake in the Lawry's experience.

Kudos to the team and appreciate everyone for making the experience a memorable one.",pos
"Burgers weren’t hot when they were served and I honestly thought that it was better previously. Size of the burger is quite small too. Drinks are not cheap, better to go during happy hour.",neg
"Wow! The service tremendously improved. The Chef Anna even called me before I paid the visit to let me know what can I have in this restaurant to avoid the allergen. 
From the stuffed roman schiacciata with oozing mascarpone cream and strong truffle taste/smell to the seafood guazzetto that contained salmon, calamari and scallop- YUMMMM. 
Savoured the moment. ❤️❤️❤️ #rocambolesco 🙇🏿‍♀️🙇🏿‍♀️🙇🏿‍♀️
I'm planning to go back very soon!",pos
"the USDA prime ribs are a must-try - the cut was really juicy and tender. a bit straining on the wallet, but it's definitely worth eating here when celebrating special occasions!",pos
Drinks are expensive for a casual joint.,neg
Missing items from my order and the drink was delivered split. Notgreat.,neg
"The best prime ribs that i ever taste!
Prefer medium well but this time i took welldone!!! 😁😁😁🥩🥩🥩

Friendly staff..we love them!
Jhen, yaya, mona  and all the member..
We love their smilling face 😁🤗

Thank you..we love lawyrs! 😍😍",pos
Fantastic as always! Love the place! Will come again for sure.,pos
"I really enjoyed the cozy ambience, delicious pizza and latte there 👍",pos
Went to celebrate my daughter birthday.  Got discount for sparkling wine and 1 main off. Prime Rib was tasty and really good. Atlantic lobster dinner set was fantastic. Service was excellent. Will visit again soon.,pos
Portion sizes are very small. We ordered a pizza which was $36 and Ithink it was for a kid. Surely not worth the price and wasn’t that goodalso. Will not order from here again.,neg
"Best fish and chips in Singapore. The curry sauce, tartar sauce and coleslaw are the best I have ever tasted too! Overall, a fantastic experience. 
Not to mention that the ambience was great for a casual meal out with friends/family!",pos
Thanks to manager for waiving the corkage charge for my birthday celebration. And Ganeish for his great service.,pos
Amazing food and even more amazing service! Their stuffed Roman schiacciata and porchetta are a must try!,pos
"Very kind & polite staff.
Great experience as always!",pos
"I must say Ryan is a breath of fresh air. He’s warm, friendly and welcoming. He does set the tone.
Angelique is also polite and helpful. I sat next to the counter and witnessed her proactively helping a customer. Well done, John and Awfully Chocolate!",neutral
Established international steakhouse in the heart of Orchard Road. Specialises in slow roasted prime rib carved at your table and served with Yorkshire pudding and mashed potatoes. If grilled steak is preferred they also serve grilled USDA Prime steaks cooked to your liking. Service is very attentive and even the spinning bowl salad is served at table side. This place may seem to be stuck in the past but they are good at what they do!,pos
"Always wonderful. Genuine people, authentic and without the unnecessary fussiness of too many others",pos
Good food,pos
Love to patronise the eatery during my off days to chill!,pos
Amazing food and service,pos
Waited for the food liek 2 hours just for the appetite,neg
Chicken was a bit dry although the recipe was fine. ,pos
Went there for the first time to celebrate my husband's birthday. Had the set lunch and was totally blown away by the prime rib. We ordered medium and the prime rib was so tender and scrumptious. There were extra services like complimentary …,pos
"It is sometimes easy to forget that there are still places in Singapore that are centered on service. I can't say enough about how accommodating the staff is at Lawry's. It also helps that the food is second to none. Highly recommended for those special occasions, date nights or mid-week treat-yo-self evenings.",pos
Exceptional service by Tracy and Irish. Love their wine pairing choice. Thank you!,pos
Had a wonderful time at Atico Lounge!,pos
Might be a bit noisy on weekends when there are kids around. Food was good but the cherry tomatoes were a little bit strange in the beef cheeks dish,neutral
"Waitress did not have the initiative to give sharing plates after each course. We requested for sharing plates during the main course, but non was given during the dessert. Waitress could be a bit more attentive regarding this.",neg
i wish they have the low carb veg version.,pos
A little warm and desert menu needs an upgrade,neg
"Some service staff tried to do their best, but my appetiser took 35 mins to come and my main course came almost 1hour 10mins after I ordered.  My Mocha took almost 40mins. 

When my fish and chips came, it was almost cold, indicating it took ages from being cooked to served.",neg
"Great food, acceptable atmosphere (: enjoyed the spicy tomato pasta",pos
Amazing! I will be back,pos
"This is my favorite restaurant in Singapore for italian food, thr quality, price and the service is something the people must try.
From the starters until the dessert and coffee is great, if you want a proof try to go with out reservation.
This is a place with a word must, if you are looking for the best.",pos
Love the truffle cheese bread! Always come back for it. Sides are super yummy but the only main I like is the lasagne. A lovely homely italian restaurant. Yummy!,pos
"Staff was so attentive to give us a cosy corner for our group with young kids. Perfect with a view of the ECP. Food was good, kids menu super value for money, craft beers were great! What a gem in the East.",pos
"we ordered 3 dishes, 2 drinks and one cake. table is too small and cant put the plates. we asked for bigger table to swap but staff said cant change as they have reservations. but actually lots of tables are unoccupied till we leave. Also cake is so hard on the upper layer. it's not worth to pay for!",neg
A nice restaurant with delicious food and the staff are friendly too,pos
Very salty . Cooked differently from usual. Not tasty at all,neg
"Always amazing food, wine and staff - one of the best Italiens I have been to in Singapore.",pos
Service staff was good. The head waitress was exceptional. Thank you,pos
Cold mashed potatoes. Salad used to be better ...,pos
"We love this place and have been many times.
Christmas Day lunch is not a fair day to judge a restaurant. They were of course super busy which put staff n kitchen under pressure. It was OK but I don't go such place for OK. Usually the fresh baked rolls are that, not twice come cold. Wines always good but sadly the Carving Trolley never appeared so no chance choose your cut. The completed plates just appeared n again not so hot.
Look forward going again on more normal day n confirm standards have been restored.",pos
"Ordered fish & chips and did not realise that it came with a drink, sothat was a nice surprise! Order was inevitably a bit soggy since it's nottaken dine-in but still good - not made with the typical dory.",pos
No garlic butter provided for the dough balls and pizza undercooked.Sub par.,neg
Great customer service,pos
We really enjoyed ourselves over latte & cakes during our gathering 😊👍,pos
"Best Italian Restaurant in Singapore so far (believe me, I've been to quite a few)! Stars of the night were the porchetta, burrata and the assorted pizzas (the crust was fantastic!). Service was impeccable although the place was packed to the brim. :) Definitely revisiting and bringing guests there in the near future.",pos
Have always wanted to try Lawry’s and it didn’t disappoint. Also special thanks to Lisa for making it more memorable,pos
A great relaxed atmosphere with great food steak and chips were excellent followed by a superb crème caramel ! Would recommend,neutral
"The service here was as good as always. Steak was served by Chef Eric, and our table was taken care of by Sue, which made our lunch enjoyable.

Prime rib lunch with California cut (160 g) is the right portion for me, but they offered lunch set with a bit smaller cut but good price too.",pos
"The lamb rack is very disappointing. Although the quantity deservesthe price, the cooking totally failed. I ordered median. It’s raw insidewhile it’s burnt outside. Wasted the lamb.",neg
We had a chill time,pos
